id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
7YZDYirIDVZqWLST0O7SX1,2022 Winninger Brückstück,"Aromen und Stil Tiefes Goldgelb im Glas. In der Nase ein intensives exotisches Bouquet – ein ganzer Strauß von Mango, Ananas und reifer Frucht. Am Gaumen entfaltet sich enorme Kraft, getragen von feinen Holzaromen aus dem 500 Liter Tonneau. Das voluminöse Finale hallt lange nach. Das Besondere an unseren großen Lagenweinen Der kleinste Weinberg in Winningen, geprägt von Tonschiefer, Sandstein und Basalt. Die Steillagenarbeit fordert vollen Einsatz – jede Terrasse wird von Hand bewirtschaftet. Der Ausbau im 500 Liter Holzfass bringt feine Würze und Tiefe, ohne die Frucht zu überlagern. Ein Wein, der Geschichte und Handwerk in einer Flasche vereint. Foodpairing Indisches Curry mit leichter Schärfe Lamm Tajine mit Couscous Gefüllter Schweinebauch oder Krustenbraten Gegrillte Mittelmeerfische Blauschimmelkäse Trinken Nach einjähriger Flaschenruhe erhältlich. Jetzt genießen oder noch fünf Jahre reifen lassen. Der Wein Winninger Brückstück Riesling verbindet Basaltkraft mit Schiefermineralität. Ein Großer Lagenwein voller Tiefe, Geschichte und Exotik.

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-winninger-brueckstueck,https://cdn.sanity.io/images/3y5r987r/production/e1b71595fe09df0ee3b0a968d9d75198dccc61cc-1024x1024.png?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,378,,,,unisex,,0.75L,adult,,,,,,,2221,,,Vollmundig & Komplex
O3vhvzQcxG7VqPlmCEKdLx,2022 Winninger Riesling ,"Aromen und Stil Goldgelb im Glas. In der Nase gelbfruchtig, konzentriert und kraftvoll. Am Gaumen Aromen von Mirabelle, Aprikose und Orangenzeste, dazu würzige Mineralität und viel Fülle. Ein Riesling mit Tiefe, Struktur und Charakter. Foodpairing Ziegenkäse im Speckmantel Milde Currygerichte Gehaltvolle Saucengerichte Fisch oder Geflügel vom Grill Trinken Direkt nach der Füllung trinkbar, mit Potenzial für bis zu fünf Jahre. Am besten bei 9 bis 11 Grad genießen. Der Wein Aus den steilen Terrassen des Winninger Domgartens, einer historischen Lage mit Schiefer, Löss und Vulkanböden. Ein Ortswein, der Herkunft schmeckbar macht und die Geschichte der Mosel weiterträgt.

Jahrgang: 2022 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Qualitätswein | Alkohol: 11.5% | Füllmenge: 0.75L",in stock,new,14.00 EUR,https://www.kirsten-liebieg.de/produkt/2022-winninger-riesling,https://cdn.sanity.io/images/3y5r987r/production/736b21ee52d9caaf7274c0177ee3208831617bba-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1811,,,,unisex,,0.75L,adult,,,,,,,2218,,,Mineralisch & Tiefgründig
nTgW7srJtHfUopWS2QbS52,2023 1904,"Aromen und Stil Tief goldgelb im Glas. In der Nase duftige Aromen von Ananas, Mango und Bergamotte. Am Gaumen saftig und fleischig, mit exotischer Frucht und einer tragenden, fast cremigen Säure. Maracuja und Zitrusnoten gesellen sich dazu. Das Finale ist lang, komplex und animierend. Das Besondere an unseren großen Lagenweinen Der Herrenberg wurde während der Säkularisation unter Napoleon von einer Longuicher Familie erworben und 1904 mit wurzelechten Reben bepflanzt – eine absolute Rarität an der Mosel, da die meisten Anlagen der Reblaus zum Opfer fielen. Bis zu 1000 Stunden Handarbeit pro Hektar stecken in der Pflege dieser Steillage. Nach einer kurzen Maischestandzeit wird der Most offen sedimentiert, anschließend spontan im Stahltank vergoren. Der biologische Säureabbau sorgt für Balance, die Lagerung auf der Feinhefe bis zur Füllung im August für Tiefe. Erst nach einem Jahr Flaschenreife kommt 1904 in den Verkauf. Foodpairing Kräftiger Aperitif Asiatische Gerichte mit Schärfe Wildragout oder Sauerbraten Würzige Käsesorten Desserts mit exotischen Früchten Trinken Schon jetzt ein Genuss, mit fünf bis zehn Jahren Reife entfaltet er seine ganze Eleganz und Sammlerqualität. Der Wein 1904 Longuicher Maximiner Herrenberg Riesling ist ein Monument der Mosel. Wurzelechte Reben, historische Lage und handwerklicher Ausbau machen ihn zu einem einzigartigen Großen Lagenwein.

Jahrgang: 2023 | Rebsorte: Riesling | Qualität: Große Lage | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-1904,https://cdn.sanity.io/images/3y5r987r/production/a5ad14e3a213d72643164cb69695aefb1bc6aac1-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,2290,,,,unisex,,0.75L,adult,,,,,,,2312,,,
uyJSzIis1XqQu6ECM9xhJk,2023 Alte Reben,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase intensive tropische Frucht mit Ananas und Mango. Am Gaumen konzentriert, kraftvoll und dennoch nicht überladen. Saftige Exotik, feine Restsüße und elegante Säure verschmelzen zu einem warm-würzigen Finale. Mit Reife entwickeln sich Noten von Dörrobst und Karamell, die dem Wein zusätzliche Tiefe verleihen. Das Besondere an unseren großen Lagenweinen Bis zu 1000 Stunden Handarbeit pro Hektar stecken in den Steillagen. Die Alten Reben der Klüsserather Bruderschaft wurden 1921 gepflanzt – kleinbeerig, intensiv und voller Energie. Nach der späten Lese folgt eine Maischestandzeit, offene Sedimentation und spontane Gärung. Ein Teil des Mostes reift im Barrique, der biologische Säureabbau sorgt für cremige Eleganz. Anschließend bleibt der Wein bis in den Spätsommer auf der Feinhefe und bekommt mindestens ein Jahr Flaschenruhe, bevor er in den Verkauf kommt. Foodpairing Wildpaté und kräftige Fleischgerichte Paella mit Safran Indische Currys Gereifter Käse mit nussigen Noten Trinken Ab einem Jahr Flaschenreife trinkbereit. Mit fünf bis zehn Jahren Lagerung entfaltet sich die volle Eleganz und Tiefe. Der Wein Alte Reben Riesling ist das große Aushängeschild unseres Weinguts. Ein Wein, der Mosel Schiefer, Zeit und Handwerk zu einer Geschichte im Glas verbindet – kraftvoll, mineralisch und unvergänglich.

Jahrgang: 2023 | Rebsorte: Riesling | Qualität: Große Lage | Alkohol: 13% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-alte-reben,https://cdn.sanity.io/images/3y5r987r/production/574931758babad17c33d64594e0b2ab61bfcf2f0-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1065,,,,unisex,,0.75L,adult,,,,,,,2310,,,Vollmundig & Komplex
uyJSzIis1XqQu6ECM9xfjH,2023 Chardonnay,"Aromen und Stil Im Glas strahlendes Goldgelb. In der Nase fruchtige Noten von Honigmelone und reifen Birnen, die sich nach und nach in feine Honig und Nussaromen verwandeln. Am Gaumen präsentiert er sich cremig, mit viel Schmelz und einer feingliedrigen Säure. Mit etwas Luft öffnet er sich weiter und zeigt seine elegante Tiefe. Foodpairing Dieser Gutswein liebt die Küche, die leicht und raffiniert zugleich ist. Passt perfekt zu Risotto mit grünem Spargel, zu Pasta mit Meeresfrüchten, gebratenem Fisch oder zu mildem Käse. Auch zu frischen Sommersalaten ein charmanter Begleiter. Trinken Nicht zu kalt servieren – bei 8 bis 10 Grad zeigt er seine volle Eleganz. Schon jetzt zugänglich, aber auch mit Potenzial für die nächsten Jahre. Der Wein Seit 2007 Teil unserer Kollektion und heute ein Highlight unter den Gutsweinen. Chardonnay ohne Holz, unoaked wie die Amerikaner sagen – pur, präzise, ehrlich. Ein Wein, der die Mosel auf moderne Weise interpretiert.

Jahrgang: 2023 | Rebsorte: Chardonnay | Geschmack: Trocken | Qualität: Qualitätswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,12.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-chardonnay,https://cdn.sanity.io/images/3y5r987r/production/4e0fa80195d7bfa6abd14135c6fe925b7a152613-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,504,,,,unisex,,0.75L,adult,,,,,,,2329,,,Aromatisch & Charmant
uyJSzIis1XqQu6ECM9xg7k,2023 Herzstück,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase Aprikose, Weinbergpfirsich, Grapefruit und exotische Früchte wie Ananas und Papaya. Dazu feine Kräuter, Pfefferminze und ein Hauch Eukalyptus. Am Gaumen dicht und stoffig, mit exotischer Frucht, feiner Säure und mineralischem Biss. Das Finale ist lang, würzig und entwickelt mit den Jahren elegante Noten von Honig und Trockenfrüchten. Das Besondere an unseren Lagenweinen Die Klüsserather Bruderschaft ist ein Steilhang mit bis zu 1000 Handarbeitsstunden pro Hektar. Im Herzstück, dem Kern der Lage, ernten wir Trauben, die in kurzer Maischestandzeit vorbereitet und anschließend spontan vergoren werden. Der biologische Säureabbau sorgt für cremige Eleganz. Bis in den Spätsommer reift der Wein auf der Feinhefe, bevor er nach einem Jahr Flaschenruhe seine volle Strahlkraft zeigt. Foodpairing Asiatische Küche mit leichter Schärfe Mediterrane Gerichte Geschmortes Kalbfleisch oder Reh Risotto mit Waldpilzen Trinken Ab einem Jahr Flaschenreife verfügbar. Mit drei bis fünf Jahren Lagerung erreicht er seine größte Eleganz. Der Wein Herzstück Riesling ist ein echtes Juwel der Klüsserather Bruderschaft. Ein Lagenwein, der exotische Aromen, Schiefermineralität und tiefe Eleganz vereint.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: Trocken | Qualität: Lagenwein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,22.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-herzstueck,https://cdn.sanity.io/images/3y5r987r/production/2c48d6a97adcc3b81067b826a72f8df5d682000c-1024x1024.png?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,2295,,,,unisex,,0.75L,adult,,,,,,,2309,,,Aromatisch & Charmant
GWPYRTOvmovGNW0zjTQ538,2023 Klüsserather Bruderschaft Auslese,"Aromen und Stil Hochreife gelbe Früchte stehen im Vordergrund, begleitet von feinen Noten von Waldhonig und exotischen Anklängen. Am Gaumen zeigt sich ein spannendes Spiel aus konzentrierter Fruchtsüße und erfrischender Säure. Dicht, klar und harmonisch mit einem langen, anhaltenden Finale. Foodpairing Fruchtige Desserts Blauschimmelkäse Klassische Süßspeisen Als Solist zum Abschluss eines Menüs Trinken Sofort zugänglich. Mit Reife gewinnt der Wein weiter an Tiefe und Harmonie. Der Wein Diese Auslese steht für selektive Handlese und präzises Arbeiten in der Klüsserather Bruderschaft. Ein eleganter Ortswein, der Süße, Frische und Herkunft in Balance vereint.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: Edelsüß | Qualität: Auslese | Alkohol: 8.5% | Füllmenge: 0.75L",in stock,new,18.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-kluesserather-bruderschaft-auslese,https://cdn.sanity.io/images/3y5r987r/production/2a54d64ac2e44c008d9c69b32c05eaba7b1db894-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,2521,,,,unisex,,0.75L,adult,,,,,,,2354,,,Mineralisch & Tiefgründig
7YZDYirIDVZqWLST0O7SMP,2023 Klüsserather Riesling,"Aromen und Stil Sattes Goldgelb im Glas. In der Nase intensive Frucht von Grapefruit, Orange und Cox Orange, dazu exotische Noten von Mango und Maracuja. Am Gaumen expressiv, dicht und konzentriert, mit einer lebendigen Säure im Hintergrund. Pikant, mineralisch und voller Finesse – ein Riesling mit beeindruckender Vitalität und feiner Balance. Foodpairing Asiatische Gerichte mit leichter Schärfe Spargel mit Butter oder Sauce Hollandaise Aromatische Vorspeisen und Zwischengänge Trinken Jung schon ein Genuss, entwickelt sich über die nächsten drei Jahre weiter. Servieren bei 9 bis 11 Grad. Der Wein Dieser Riesling fängt die Mosel Mineralität ein und vereint sie mit lebendiger Frucht – ein echtes Glanzstück unter den Ortsweinen und eine Hommage an unseren Heimatort.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: Trocken | Qualität: Qualitätswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,14.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-kluesserather-riesling,https://cdn.sanity.io/images/3y5r987r/production/59539815e92214910b7083610aa3bbeb7d8c93f0-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,3112,,,,unisex,,0.75L,adult,,,,,,,2306,,,Mineralisch & Tiefgründig
7YZDYirIDVZqWLST0O7UBM,2023 Köwericher Laurentiuslay,"Aromen und Stil Goldgelb im Glas. In der Nase feiner Duft von Pfirsich und Apfel, getragen von der typischen Schieferwürze. Am Gaumen beginnt er mineralisch und kühl, bevor saftiges Steinobst, Maracuja und Ananas den Ton angeben. Eine cremige, elegante Säure führt in ein würzig mineralisches Finale. Das Besondere an unseren Lagenweinen Bis zu 1000 Stunden Handarbeit pro Hektar stecken in der Laurentiuslay. Selektive Lese, kurze Maischestandzeit, spontane Vergärung und biologischer Säureabbau bringen Eleganz und Tiefe. Danach reift der Wein bis in den Spätsommer auf der Feinhefe. Erst nach mindestens einem Jahr Flaschenruhe kommt er in den Verkauf. Foodpairing Moselzander mit Rieslingkraut Jakobsmuscheln oder Saibling Gemüsegerichte mit Spargel oder Kräutern Trinken Ab einem Jahr Flaschenreife trinkbereit. Mit drei bis fünf Jahren entwickelt er zusätzliche Eleganz und Tiefe. Servieren bei 9 bis 11 Grad. Der Wein Köwericher Laurentiuslay Riesling ist Ausdruck purer Mosel Mineralität. Ein Lagenwein, der von Schiefer, Steillage und Geduld erzählt – charaktervoll und langlebig.

Jahrgang: 2023 | Rebsorte: Riesling | Qualität: Lagenwein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,18.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-koewericher-laurentiuslay,https://cdn.sanity.io/images/3y5r987r/production/f19c35ab1c3f5de79ac3c7299f1a34ef04313e35-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,858,,,,unisex,,0.75L,adult,,,,,,,2308,,,Frisch & Lebendig
uyJSzIis1XqQu6ECM9xhhc,2023 Piesporter Riesling Feinherb,"Aromen und Stil Feinherb heißt hier: Zarte Süße, belebende Säure und eine feine Würze, die dem Wein Struktur gibt. Er wirkt saftig und animierend, bleibt dabei klar und elegant. Ein Riesling, der nicht laut sein muss, um Eindruck zu machen. Foodpairing Asiatische Küche mit milder Schärfe Geflügelgerichte Würzige Gemüsegerichte Ziegenkäse Trinken Gut gekühlt bei 8 bis 10 Grad. Der Wein Der Piesporter Riesling Feinherb verbindet die typische Aromatik der Lage mit einer feinherben Stilistik, die sofort Spaß macht: Frucht, Frische und Würze in sehr harmonischer Balance.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: Feinherb | Qualität: Ortswein | Alkohol: 10.5% | Füllmenge: 0.75L",in stock,new,16.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-piesporter-riesling-feinherb,https://cdn.sanity.io/images/3y5r987r/production/37513955e2c70c62a1fbb58beec6cefefbb0db60-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1460,,,,unisex,,0.75L,adult,,,,,,,2352,,,Frisch & Lebendig
O3vhvzQcxG7VqPlmCEKcaz,2023 Pur,"Aromen und Stil Kräftiges Goldgelb im Glas. In der Nase reife Birne und Grapefruit, dazu Vanille und Rauch. Mit Luft entwickeln sich Ananas, Mango und Maracuja. Am Gaumen wechselt das Spiel: Mal dominiert Exotik, mal Grapefruit, dann wieder Karamell und Honig. Die cremige Säure ist dezent, hebt aber die Mineralität der Mosel hervor. Mit Reife zeigen sich elegante Trockenfruchtaromen. Das Besondere an unseren Lagenweinen Bis zu 1000 Stunden Handarbeit pro Hektar – die Steillagen der Klüsserather Bruderschaft fordern alles. Nach einer späten Lese geben wir den Trauben Zeit: Kurze Maischestandzeit, offene Sedimentation, spontane Gärung und biologischer Säureabbau. Ein Teil gärt im Barrique, was Würze bringt, ohne die Frucht zu überlagern. Danach bleibt der Wein bis in den Spätsommer auf der Feinhefe, bevor er mindestens ein Jahr Flaschenruhe erhält. Foodpairing Confiertes Ei mit Trüffel Rote Bete mit Ziegenkäse Gegrilltes Kalbfleisch mit Röstaromen Würzige Pilzgerichte Trinken Nach einjähriger Flaschenreife erhältlich. Mit drei bis zehn Jahren Lagerung entfaltet er seine ganze Eleganz und Komplexität. Der Wein PUR Riesling ist Mosel pur – mineralisch, cremig, voller Spannung. Ein Lagenwein, der zeigt, wie lohnenswert Geduld im Keller sein kann.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: Trocken | Qualität: Lagenwein | Alkohol: 12.5% | Füllmenge: 0.75L",in stock,new,22.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-pur,https://cdn.sanity.io/images/3y5r987r/production/724f95c3c8f73d313efc1662cef6c991c1581607-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,2416,,,,unisex,,0.75L,adult,,,,,,,2311,,,Mineralisch & Tiefgründig
uyJSzIis1XqQu6ECM9xfmG,2023 Riesling feinherb,"Aromen und Stil Mittelkräftiges Goldgelb im Glas. In der Nase reifer Pfirsich und saftige Aprikose, mit etwas Luft zeigen sich exotische Nuancen. Am Gaumen intensiv fruchtbetont, mit feinwürziger Mineralität im Abgang. Die Süße ist perfekt eingebunden und unterstreicht die Aromatik, während die Säure für Frische sorgt. Foodpairing Vorspeisen mit Meeresfrüchten oder Geflügel Krustentiersuppen und feine Saucen Würzige Ragouts oder Currygerichte Einfach zum Sonnenschein auf der Terrasse Trinken Direkt trinkbereit und durch den Schraubverschluss zwei bis drei Jahre lagerfähig. Der Wein Das feinherbe Pendant zum Vierpass Riesling im Ortswein Sortiment. Ein Riesling, der Moseltypizität, Frucht und feine Süße in Balance bringt – perfekt für alle, die es etwas sanfter mögen.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: halbtrocken | Qualität: Kabinett | Alkohol: 11.5% | Füllmenge: 0.75L",in stock,new,12.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-riesling-feinherb,https://cdn.sanity.io/images/3y5r987r/production/41d65b28b6c6e3963ba0cab76b88cbeeab1e25f9-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1733,,,,unisex,,0.75L,adult,,,,,,,2305,,,Aromatisch & Charmant
7YZDYirIDVZqWLST0O7WxR,2023 Sauvignon Fumé Tonneau,"Aromen und Stil Goldgelb im Glas. In der Nase reife Stachelbeere und Cassis, begleitet von feiner Rauchigkeit, Bienenwachs und Leder. Am Gaumen übernimmt zuerst die Frucht – Johannisbeere, Stachelbeere und ein Hauch Exotik – bevor Schiefermineralität und würziges Holz für Tiefe sorgen. Kräutrige Nuancen und viel Schmelz führen in ein langes Finale. Das Besondere An Der Black Edition Sauvignon Fumé reift sechs Monate im 500-Liter-Tonneau. Die Kombination von Holz und Frucht bringt Vanille, Karamell und dezente Rauchnoten ins Spiel. Limitierte Auflage, ausgestattet mit dem schwarzen Etikett der Black Edition – gemacht für alle, die das Außergewöhnliche suchen. Foodpairing Flammkuchen mit Ziegenkäse, Speck und Honig Saltimbocca vom Kalb Asiatische Gerichte mit Sojasauce Currys mit süßlich-fruchtiger Note Trinken Schon jetzt mit enormem Trinkspaß. Mit Lagerung von fünf Jahren und mehr gewinnt er an Eleganz und entwickelt feine Karamelltöne. Der Wein Sauvignon Fumé Tonneau ist ein Wein, der überrascht. Black Edition bedeutet: Nicht jedes Jahr, sondern nur dann, wenn alles perfekt passt. Ein Wein für Sammler und Liebhaber des Besonderen.

Jahrgang: 2023 | Rebsorte: Sauvignon Blanc | Geschmack: Trocken | Qualität: Qualitätswein | Alkohol: 11.5% | Füllmenge: 0.75L",in stock,new,18.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-sauvignon-fum-tonneau,https://cdn.sanity.io/images/3y5r987r/production/77f0856ecd1b6e1ac435f2b8ba16cace108ed73d-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,639,,,,unisex,,0.75L,adult,,,,,,,2328,,,Aromatisch & Charmant
2jDjJGDnxfM3xaU5H7SrGu,2023 Trittenheimer Apotheke,"Aromen und Stil Zartes Goldgelb im Glas. In der Nase steinige Mineralität, frischer Apfel, Birne und Quitte. Am Gaumen komplex, salzig und vielschichtig. Die Frucht wechselt sich mit feiner Säure ab, das Finale hallt lange nach – ungewohnt und doch vertraut. Das Besondere an unseren großen Lagenweinen Die Trittenheimer Apotheke ist eine der spektakulärsten Steillagen. Kein Weg führt von oben hinunter – jede Terrasse muss einzeln erklommen werden. Selbst der Reblaus war es zu steil. Hier wachsen wurzelechte Reben auf schmalen Terrassen mit flachgründigem Schieferboden. Im Keller wartet ein 1000 Liter Granitfass: Ein Teil der Beeren vergärt darin spontan, der Stein bringt eine zusätzliche salzige Dimension zur Mineralität des Schiefers. Limitiert auf nur 1000 Liter. Foodpairing Gebratene oder pochierte Süßwasserfische Flusskrebse mit frischem Gemüse Feine Vorspeisen mit Kräutern Trinken Ab einem Jahr Flaschenreife erhältlich. Danach fünf Jahre und länger lagerfähig. Der Wein Trittenheimer Apotheke Riesling ist ein großer Mosel Klassiker. Ein Wein voller Spannung, geprägt von alten Reben, spektakulären Steillagen und der Eleganz des Granitfass Ausbaus.

Jahrgang: 2023 | Rebsorte: Riesling | Geschmack: trocken | Qualität: Große Lage | Alkohol: 11.5% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-trittenheimer-apotheke,https://cdn.sanity.io/images/3y5r987r/production/e67f66ac8e10eebfa1ff26de3a6ef4a197c89834-1024x1024.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,1105,,,,unisex,,0.75L,adult,,,,,,,2315,,,
7YZDYirIDVZqWLST0O7IoM,2023 Weißburgunder,"Aromen und Stil Zartes Gold mit grünlichen Reflexen. Duft von Birne, Apfel und Mandel, unterlegt von feinen Kräutertönen. Am Gaumen cremig, elegant und mit einer sanften Säure, die den langen, würzigen Nachhall trägt. Foodpairing Avocado mit Garnelen Zander oder Forelle Pasta mit Gemüse Leichter Brunch mit Käse und Baguette Trinken Am besten jung bei 8 bis 10 Grad. Durch den Schraubverschluss bleibt er auch nach dem Öffnen lange frisch. Der Wein Seit 1990 fester Bestandteil unserer Gutsweine. Ein Weißburgunder mit Mosel Seele – klar, elegant und vielseitig.

Jahrgang: 2023 | Rebsorte: Weißburgunder | Geschmack: trocken | Qualität: Gutswein | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,12.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-weissburgunder,https://cdn.sanity.io/images/3y5r987r/production/fd60db6175ec3074fe5957842523e7614f99e6a9-1800x1800.jpg?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,2298,,,,unisex,,0.75L,adult,,,,,,,2301,,,Frisch & Lebendig
uyJSzIis1XqQu6ECM9xkOi,2023 Winninger Brückstück,"Aromen und Stil Tiefes Goldgelb im Glas. In der Nase ein intensives exotisches Bouquet – ein ganzer Strauß von Mango, Ananas und reifer Frucht. Am Gaumen entfaltet sich enorme Kraft, getragen von feinen Holzaromen aus dem 500 Liter Tonneau. Das voluminöse Finale hallt lange nach. Das Besondere an unseren großen Lagenweinen Der kleinste Weinberg in Winningen, geprägt von Tonschiefer, Sandstein und Basalt. Die Steillagenarbeit fordert vollen Einsatz – jede Terrasse wird von Hand bewirtschaftet. Der Ausbau im 500 Liter Holzfass bringt feine Würze und Tiefe, ohne die Frucht zu überlagern. Ein Wein, der Geschichte und Handwerk in einer Flasche vereint. Foodpairing Indisches Curry mit leichter Schärfe Lamm Tajine mit Couscous Gefüllter Schweinebauch oder Krustenbraten Gegrillte Mittelmeerfische Blauschimmelkäse Trinken Nach einjähriger Flaschenruhe erhältlich. Jetzt genießen oder noch fünf Jahre reifen lassen. Der Wein Winninger Brückstück Riesling verbindet Basaltkraft mit Schiefermineralität. Ein Großer Lagenwein voller Tiefe, Geschichte und Exotik.

Jahrgang: 2023 | Rebsorte: Riesling | Qualität: Große Lage | Alkohol: 12% | Füllmenge: 0.75L",in stock,new,28.00 EUR,https://www.kirsten-liebieg.de/produkt/2023-winninger-brueckstueck,https://cdn.sanity.io/images/3y5r987r/production/e1b71595fe09df0ee3b0a968d9d75198dccc61cc-1024x1024.png?w=1200&q=100,"Erzeugerabfüllung Kirsten Wein und Sekt GmbH, Krainstraße 5, DE-54340, Klüsserath","Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Food & Beverage > Alcoholic Beverages > Wine,593,,,,unisex,,0.75L,adult,,,,,,,2321,,,Vollmundig & Komplex
